ts_id,cluster,transform,model,fold,auto_params,sMAPE,MASE,RMSE
T3065,0,none,CatBoost_MIMO,0,,8.218528849079714,1.425709973570275,266.2008539336156
T2883,0,none,CatBoost_MIMO,0,,4.328277906069395,1.893354475499675,391.6841386520481
T2370,0,none,CatBoost_MIMO,0,,4.10642727936383,2.34880864618177,710.4327636531608
T2345,0,none,CatBoost_MIMO,0,,4.010098967757348,1.5730460885278277,434.0028014651447
T808,0,none,CatBoost_MIMO,0,,2.6986682736865935,1.226796701438571,503.5803700166253
T2612,0,none,CatBoost_MIMO,0,,2.596802210178701,0.7116334841197559,269.96248581998736
T577,0,none,CatBoost_MIMO,0,,1.8959918394149435,0.5421867430387429,174.18449931910075
T110,0,none,CatBoost_MIMO,0,,0.6844612148560051,0.4614169708061437,9.627433421070599
T3050,0,none,CatBoost_MIMO,0,,7.4272750197609465,2.5799529354518356,69.77541433362896
T2334,0,none,CatBoost_MIMO,0,,3.804364163394853,1.6048950485282498,539.7917776849314
T3535,0,none,CatBoost_MIMO,0,,1.7653602628049172,1.0805921314997973,315.870099011306
T3479,0,none,CatBoost_MIMO,0,,2.743709017924127,1.6589060575620498,366.1077469598102
T150,0,none,CatBoost_MIMO,0,,0.9597440950941031,0.5650755299135609,17.230427807007654
T2697,0,none,CatBoost_MIMO,0,,1.9641152439133354,0.26951302269460203,115.21434397589682
T1162,0,none,CatBoost_MIMO,0,,4.555792315651381,1.841691134781675,59.8608411638123
T765,0,none,CatBoost_MIMO,0,,2.0597667695812083,0.37065850581298543,20.82790363758583
T2918,0,none,CatBoost_MIMO,0,,2.09080314054508,1.0835468401198836,252.23373483072663
T1189,0,none,CatBoost_MIMO,0,,0.693209496386044,0.4024412191608441,108.5628299813055
T552,0,none,CatBoost_MIMO,0,,5.238652811665095,1.9255800133716166,78.58482746931773
T2681,0,none,CatBoost_MIMO,0,,6.335813380307366,3.913619910715388,224.74413344640126
T1201,0,none,CatBoost_MIMO,0,,2.900020348102811,1.5762026540894354,365.3596140155613
T2776,0,none,CatBoost_MIMO,0,,1.0536851036506585,0.6590899245644621,107.08917408337429
T810,0,none,CatBoost_MIMO,0,,3.8346295126850096,1.7933422912162251,635.6343220274383
T1165,0,none,CatBoost_MIMO,0,,3.230489754554226,1.495859421570019,41.05961167558207
T3552,0,none,CatBoost_MIMO,0,,1.2838205662578626,0.6862221721783286,26.00748716283586
T2441,0,none,CatBoost_MIMO,0,,2.1851676459486358,0.645069607921806,33.54513091264414
T2986,0,none,CatBoost_MIMO,0,,26.02256558047037,5.974268784926061,126.495540050505
T2586,0,none,CatBoost_MIMO,0,,4.748130050055223,2.066607845601755,62.73611253219213
T1160,0,none,CatBoost_MIMO,0,,1.1638078404669268,0.4912302439402005,15.727158927320184
T1018,0,none,CatBoost_MIMO,0,,3.21414987876648,1.7525425417297218,72.24012712938877
T1229,0,none,CatBoost_MIMO,0,,0.9295582823848401,0.5685808758622843,145.90277797712514
T2406,0,none,CatBoost_MIMO,0,,2.597660188079139,1.4545434663007026,518.3031185146018
T734,0,none,CatBoost_MIMO,0,,0.9341951510210099,0.14544665429440712,53.89330919690955
T2954,0,none,CatBoost_MIMO,0,,2.1691086545846003,1.1292037142634936,410.03361610625836
T2025,0,none,CatBoost_MIMO,0,,0.7420012377437605,0.2813499822151475,68.49468804681689
T3135,0,none,CatBoost_MIMO,0,,1.608490211086316,0.9105192465886255,311.37071302201764
T1587,0,none,CatBoost_MIMO,0,,1.780708411544785,0.8885515060102589,23.37166672817087
T3175,0,none,CatBoost_MIMO,0,,0.6653315770109252,0.39171217990043344,12.890446996867391
T1502,0,none,CatBoost_MIMO,0,,8.144302813006778,2.5239744019544643,103.8533838287771
T1420,0,none,CatBoost_MIMO,0,,2.869528270228474,1.232162826728262,39.62861929167175
